"Contact Name","Opportunity Name","Opportunity Description","Opportunity Id","Created","Updated","Owner","Milestone","Probability","Estimated Value","Currency","EUR Value","Duration Basis","Duration","Value per Duration","Actual Close Date","Expected Close Date","Contact Id","Email","Phone","Address","Tags","Quotation","Product type","Region","Type of Client","Source of lead","Out of Scope","Lost Reason"
"SEANET Marine Planet","atex wifi","","10214952","2020-10-08","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","205992176","","","542, Jeoryeong-ro, Yeongdo-gu, Busan, Korea, Republic of","","","","","","","",""
"Thyssenkrupp Industrial Solutions India Pvt Ltd","atex wifi","","10379273","2020-11-10","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","207519016","","","India","","WI2020THYSSENK01","","","","","",""
"Tirio Solutions","ATEX wifi","","10657793","2021-02-05","2021-02-05","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","210690063","","","United Kingdom","","","","","","","",""
"Oiltanking Terminal & Co.LLC","atex wifi","","10927984","2021-04-15","2021-04-15","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","213375756","","","P.O. Box 369, Falaj Al Qubail, P.C. 322, Oman","","","","","","","",""
"Penta-Electric AG","atex wifi","","11312671","2021-07-26","2021-07-26","Liesbeth van Tienhoven","Proposal","50%","1379.00","EUR","1379.00","fixed","","1379.00","","","217627127","","","Hammerstrasse 18, CH-4410 Liestal, Liestal, CH-4410, Switzerland","","WI2021PENTA01","Wifi Unit","Western Europe","End-user","Direct Industry","",""
"KVH","atex wifi 1 of 100 stuks ubiquiti","","10986392","2021-04-30","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","213853928","","","United States","","","","","","","",""
"Merck Performance Materials Ltd.","atex wifi access point","","9605996","2020-05-27","2021-05-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-07-27","","200102346",""," +88634836521","No. 39, Ching Chien 1st Road Kuanynin Industrial Park, Taoyuan, 32853, Taiwan, Taiwan","","","","","","","","Abandoned"
"JG Summit Petrochemical Group","ATEX wifi access point","","9608713","2020-05-28","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","200102267",""," +632 8230 5000","9F-11F, Robinsons Cyberscape Gamma Bldg., Topaz and Ruby Roads, Ortigas Center, Brgy. San Antonio, Pasig City, Philippines 1605, Philippines","","","","","","","",""
"Akzo Nobel","ATEX wifi access point","","10700843","2021-02-16","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","211066228",""," +66 838234646","Thailand, Thailand","","","","","","","",""
"ADL Control (S) Pte Ltd","ATEX wifi antenna stainless steel brackets","","9568427","2020-05-16","2021-05-11","Liesbeth van Tienhoven","Lost","0%","189.00","EUR","189.00","fixed","","189.00","2020-06-09","","200102308","sales@adlcontrol.com"," + 65 63676916","64 Sungei Kadut Loop 04-00, HOCEN Building, Singapore 729493, Singapore","","geen prijs in mail","","","","","","Wrong time"
"Kryolan GmbH","ATEX wifi en antenne","","9909317","2020-07-28","2021-05-11","Liesbeth van Tienhoven","Won","100%","445.00","EUR","445.00","fixed","","445.00","2020-08-17","","202960538",""," +49 30/499 892 - 196","Papierstraße 10, 13409 Berlin, Germany","","","","","","","",""
"Speedcast","atex wifi met en zonder antenne extern orientatie voor olie en gas atex zone 2","","10598659","2021-01-21","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","210046919","","","Suite 3A-20, Level 20, Block 3A, Plaza Sentral, Jalan Stesen Sentral 5, 50470 Kuala Lumpur, Malaysia","","WI2021SPEED01","","","","","",""
"INFENSO","atex wifi met utp kabel (cc 5-8m)","","11156578","2021-06-16","2021-06-21","Liesbeth van Tienhoven","Won","100%","1379.00","EUR","1379.00","fixed","","1379.00","2021-06-21","","216069481","","","Hungary","","WI2021INFENSO01","Wifi Unit","Eastern Europe","Installer","Ex-M website","",""
"PT Puterako Inti Buana","ATEX wifi of radio lange afstand","","10308185","2020-11-04","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","207305033","","","Komplek Ruko Atom Megah, Jalan Gembong No.32H & J, Kapasan, Kec. Simokerto, Kota SBY, Jawa Timur 60141, Indonesia, Indonesia","","","","","","","",""
"Domotica Design","atex wifi Unifi","","10148154","2020-09-18","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","205008137","","","Plantsoenstraat-West 3, 7887 BT Erica, Netherlands","","","","","","","",""
"Bruno Schillig SA","atex wifi voor op een trucklaadstation.","","10564949","2021-01-12","2021-01-12","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","209621906","sales@schillig.com.ar"," +54 11 5263 0086","Arenales 4030, Florida Oeste, Buenos Aires , B1604CFD, Argentinië, Argentina","","WI2021SCHILLIG01","","","","","",""
"Manrochem","ATEX wifi zone 2","","9617433","2020-06-01","2021-05-11","Liesbeth van Tienhoven","Won","100%","","","","fixed","","","2020-06-11","","200102685","sales@manrochem.co.uk"," +44 (0) 1484715781","Hastings House, Birds Royd Lane, Brighouse, West Yorkshire, HD6 1LQ","","","","","","","",""
"Emerson Automation Solutions Asia Pacific","ATEX window AC","","9641020","2020-06-07","2021-05-11","Liesbeth van Tienhoven","Qualified","20%","","","","fixed","","","","","200102261",""," +65-67708025","9 Gul Road, Singapore 629361, Singapore","","2019EMERS01","","","","","",""
"Samil Industry Co. Ltd","ATEX window AC","","10759921","2021-03-03","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","211785584","","","310 Namdong-daero, Nonhyeon 2(i)-dong, Namdong-gu, Incheon, Korea, Republic of","","2021SAMIL01","","","","","",""
"Enersol","ATEX zone 0 (1G)","","10200799","2020-10-05","2020-10-05","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-10-05","","204791678",""," +92-300-8485045","Hs. 5, St. 3,, Shoukat Park,, Tajpura,Lahore Cantt.,, Lahore, Pakistan","","","","","","","",""
"Elektron Srl","ATEX zone 0 antennes","","10077954","2020-08-28","2020-08-28","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-08-28","","204187951","info@elektronsrl.com"," +39 0289511 115","Via V. Maglioccco, 3, 20141 Milano, Italy","","","","","","","","Poor Qualification"
"FCA Group","atex zone 1","","10276068","2020-10-26","2020-10-26","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","206823280","","","Italy","","","","","","","",""
"Siccis S.A.","ATEX zone 1","","10783127","2021-03-09","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","208878976",""," +34 985 32 51 00","Avda. Metalurgia, 15, , 33211 Gijón, , SPAIN, Spain","","","","","","","",""
"AL-ADAA for Oil & Gas Services Ltd","atex zone 1 , 3 stuks","","10383352","2020-11-11","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","207614499","info@aladaa.net"," +218 92 613 7750","Al Syahiah - Behind central bank of Libya - Tripoli, Libyan Arab Jamahiriya","","","","","","","",""
"Carrier Marine & Offshore","ATEX zone 1 38MARBQ24AA3","","10732322","2021-02-24","2021-02-24","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","204969949","","","P.O. Box 10066, Pittsburgstraat 21, 3047 BL Rotterdam, Netherlands","","","","","","","",""
"Osprey Industrial Solution (pvt) Ltd.","ATEX zone 1 5 x voor Pakistan","","11323375","2021-07-28","2021-07-28","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","217706801","","","155, St #53, I 8/3,, Islamabad, Pakistan","","","Airconditioner","Middle-East","Trade Agent","Ex-M website","true",""
"Ballu GmbH","ATEX zone 1 5kW","","9652303","2020-06-10","2021-05-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-06-10","","201151951","office@ballu.at"," +43 (0) 2618 20 722","Werner von Siemensstraße 1, Technologiezentrum, 7343 Neutal, Austria","","","","","","","",""
"Tiama Oil Supply & Services Co.","atex zone 1 AC 3 x","","10383235","2020-11-11","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","207614238","sales@tiamaltd.com"," +218 21-712-2013/8036","Tripoli,, Tajoura,, Algamodi Area, Libyan Arab Jamahiriya","","","","","","","",""
"Belcon","ATEX zone 1 air curtain","","10431278","2020-11-24","2020-11-24","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-11-24","","208209887","","01021445080","18 El Ansar St., Dokki, Giza Beside El Bohouth Metro Station, Egypt","","","","","","","",""
"Nimble EES Ltd","atex zone 1 annex a","","11287078","2021-07-19","2021-07-19","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","213375225",""," + 44 (0)208 144 2698","14 Blandford Road, Reading, , RG2 8RF, United Kingdom, United Kingdom","","","","","","","",""
"SKF Taiwan Co. Ltd.","atex zone 1 antenne, wil zelf wifi in kast doen met atex antennes","","11063800","2021-05-21","2021-05-21","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2021-05-21","","214745075","","","3F-4, No.288, Fengping 1st Rd.,Dailiao Dist., Kaohsiung City 83143, Taiwan, Taiwan","","","Wifi Antenna","Asia","Installer","Ex-M website","",""
"Panta Marketing & Services Limited","atex zone 1 bi en bui","","10367159","2020-11-06","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","200102114","enquiries@panta.mt","","Panta House, Valley Road, , , Msida MSD9024, Malta, Malta","","2020PANTA01","","","","","",""
"360°KAS","ATEX zone 1 bi en bui voor analyser housing ontwikkeltraject","","10578176","2021-01-15","2021-01-15","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","209855128","info@360KAS.com"," +31 (0) 85 303 23 00","Graanweg 6 a, , 4782 PP Moerdijk, Netherlands","","","","","","","",""
"KZ CLIMA","atex zone 1 bi en buiten","","10472678","2020-12-07","2020-12-07","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-12-07","","208579553","","","Kazakhstan","","","","","","","",""
"Shell Exploration & Production International","ATEX zone 1 binnen","","9627077","2020-06-03","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","200944916","","","Convention Tower, , Dubai World Trade Centre, , P.O Box 11677, , Dubai, United Arab Emirates","","","","","","","",""
"NAO Energy","atex zone 1 binnen","","10463811","2020-12-03","2020-12-03","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","208577306","","","Kazakhstan","","","","","","","",""
"Technigroup NV","ATEX zone 1 binnen en buiten","","10732344","2021-02-24","2021-02-24","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2021-02-24","","200102292","info@technigroup.be","","Diamantstraat 3, BE 2200 Herentals","","","","","","","",""
"SONNİVA ENERJİ MAKİNA SANAYİ İTH. İHR. LTD. ŞTİ.","ATEX zone 1 binnen en buiten, dat is onduidelijk","","10700932","2021-02-16","2021-02-16","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","211066612","info@snemachinery.com","","Üniversite  Mah.  Civan  Sok.  Allure  Tower  No. 1  İç  Kapı No: 276  , , Post Kod: 34513            Avcilar / İstanbul, Turkey","","","","","","","",""
"Edilsider Modular Housing","atex zone 1 binnen, 9000btu","","10919409","2021-04-14","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","213311569","","","Via Lago Vecchio 3/7 23801 Calolziocorte (Lc) – Lecco – Italy, Italy","","2021EDILS01","","","","","",""
"Technigroup NV","ATEX zone 1 binnendeel","","9627032","2020-06-03","2021-05-11","Gido van Tienhoven","New","10%","","","","fixed","","","","","200102292","info@technigroup.be","","Diamantstraat 3, BE 2200 Herentals","","","","","","","",""
"Geolog S.r.l.","ATEX zone 1 binnendeel","","9632473","2020-06-04","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","200991117",""," +39 0298252325","Via Monte Nero, 30, 20098 San Giuliano Milanese MI, Italy, Italy","","","","","","","",""
"Emerson Automation Solutions Romania","ATEX zone 1 binnenunit","","10669452","2021-02-09","2021-02-09","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","210815759",""," +40374131391","Str. Emerson, Nr.4 | 400641 | Cluj | Romania, Romania","","","","","","","",""
"Trags Electrical Engineering and Air Conditioning Company","ATEX zone 1 binnenunit","","11312894","2021-07-26","2021-07-26","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2021-07-26","","217630434","","","P.O. Box: 470,, Al Manara - Mezzanine Floor, B Ring Road,, Doha, Qatar","","","Airconditioner","Middle-East","Engineer","","true",""
"Elefos","ATEX zone 1 bui ATEX zone 2 bi container","","10143886","2020-09-17","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","204981548",""," +39 0587 617134","Perignano, Italy","","","","","","","",""
"Belmar Brest","atex zone 1 buiten","","10366965","2020-11-06","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","207395647","belmar@belmar.fr"," +33 (0)2 98 44 39 61","ZI Kerscao, , 29480 Le Relecq-Kerhuon, France","","2020BELMAR01 en 02","","","","","",""
"KZ CLIMA","atex zone 1 buiten","","10464127","2020-12-03","2021-05-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-12-07","","208579553","","","Kazakhstan","","2020KZCLIMA02","","","","","",""
"Miri M & E Sdn Bhd","ATEX zone 1 buiten, binnen 2 of non haz.","","10861217","2021-03-29","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","200102472","","","Lot 1426, Jalan Usaha 1, Jalan Piasau Utara, Piasau Jaya Industrial Areas,, 98000 Miri, Sarawak, MALAYSIA., Malaysia","","","","","","","",""
"Metagro B.V.","atex zone 1 buitenunit","","10945174","2021-04-20","2021-04-20","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2021-04-20","","213545801",""," +31 (0)85 484 3900","Rietweg 5, 4209 DA Schelluinen, Netherlands","","","","","","","",""
"Hazex Consultants","atex zone 1 buitenunit","","11060040","2021-05-20","2021-05-20","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","214722888","mwallis@hazexconsultants.com"," +447306 790774","United Kingdom","","","","","","Ex-M website","",""
"DSO National Laboratories","ATEX zone 1 for storage container","","9569510","2020-05-17","2021-05-11","Liesbeth van Tienhoven","Qualified","20%","","","","fixed","","","","","200102730","contact_us@dso.org.sg","Tel (65) 6776 2255","12 Science Park Drive, Singapore 118225, Singapore","","2020DSO1","","","","","",""
"Ethos Energji","ATEX zone 1 indoor , outdoor non atex SRC80ZSPR mitsubishi","","10040126","2020-08-18","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","200783240","info@ethosenerji.co"," +90 (0)265270103","Kartal/Instanbul, Turkey","","2020ETHOS03","","","","","",""
"CAMBAIE INDUSTRIE","atex zone 1 met ventilator voor opslag gevaarlijke stoffen","","10769756","2021-03-05","2021-03-05","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","211878771","","","20 rue Charles Darwin - ZAE 2000, , Entrepôt n°2, , 97420 LE PORT, France","","","","","","","",""
"MAS Associates (Pvt) Ltd.","atex zone 1 of 2","","10192603","2020-10-01","2020-10-01","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","205557026","","","ISLAMABAD REGIONAL OFFICE:, , 14th Floor, Green Trust Tower, Jinnah Avenue, Blue Area, Islamabad., Pakistan","","","","","","","",""
"Agesa Grup","atex zone 1 of 2 onduidelijk","","10504306","2020-12-16","2020-12-16","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","208882237",""," +90 312 232 35 73","Gençlik Caddesi 19 Anıttepe – Ankara, Turkey","","","","","","","",""
"Water Services Corporation","atex zone 1 ondergrondse chemische opslag","","10669935","2021-02-09","2021-02-09","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","210815970",""," +356 2244 2307","Qormi Road, Luqa, LQA 9043","","","","","","","",""
"Marcotex Engineers & Consultants","ATEX zone 1 package AC 5RT (17kw)","","10128627","2020-09-14","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","200102071","admin@marcotex.com","","Mumbai, 25A, Podar Chambers, S.A.Brelvi Road, 400 001, Fort, India","","","","","","","",""
"Baker Hughes, Advantec AS","ATEX zone 1 rig vragen heeft hij","","10177305","2020-09-28","2020-10-23","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","205500211","","","Norway","","","","","","","",""
"GULF ENVIRONMENT & WASTE FZE","ATEX zone 1 roof top voor vrachtwagen","","10647148","2021-02-03","2021-02-03","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2021-02-03","","210549230","","","P.O Box: 17168, Jebel Ali, Dubai,, United Arab Emirates","","","","","","","",""
"SM Engineering GmbH","atex zone 1 tussen 10kw en 1,5kw","","10530189","2020-12-30","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","209137082","","","Stahlstrasse 2 - 4, 4020 Linz, Austria, Austria","","","","","","","",""
"CRS Dublin","atex zone 1 voor een museum","","11087306","2021-05-27","2021-05-27","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","215058788","","tel:+353469435000;","Bracetown Business Park, Bracetown, Co Dublin., D15 YN2P, Ireland","","","","","","","",""
"Paumier","atex zone 1 voor Spie","","11076335","2021-05-25","2021-05-25","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","200102236",""," +33 (0)2.35.10.23.50","Afleveradres door Arnaud bevestigd:, PAUMIER, Parc d’Activités des Hautes Falaises, 76400 Fécamp, FRANCE","","","","","","","",""
"Amserve Engineering SDN BHD","atex zone 1 wifi","","10286288","2020-10-28","2021-02-16","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","206958441","info@amserve.com.my"," +6085-663027","LOT 2242, BLOCK 2, PUJUT 5½,, JALAN FIRUZ,, MIRI CONCESSION LAND DISTRICT,, 98000 MIRI, SARAWAK, MALAYSIA, Malaysia","","","","","","","",""
"Yokogawa Middle East & Africa B.S.C.(c)","ATEX zone 1 window air conditioner 55degrees C","","11247592","2021-07-09","2021-07-09","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2021-07-09","","217046892","","","P.O. Box 10070, Manama, Building 577, Road 2516, Busaiteen 225, Bahrain","","","Airconditioner","Asia","Engineer","Ex-M website","true",""
"DMAC Engineering","ATEX zone 1, 2 stuks","","10112438","2020-09-09","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","204621113","sales@dmacengineering.com"," +44 28 8774 8535","204A Washing Bay Rd, Dungannon BT71 5EG, United Kingdom","","","","","","","",""
"TGinternational SRL","atex zone 1, 3 stuks","","10383627","2020-11-11","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","207617580","","","Italy","","","","","","","",""
"UPR LLC","ATEX zone 1, bij nader inzien Zone 2 voor Battery room.","","9643641","2020-06-08","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","200102312",""," +971 4 326 8110","P.O.Box 49528, Dubai, United Arab Emirates, United Arab Emirates","","","","","","","",""
"Vision Oilfield Supply Company FZE","atex zone 1.","","10690322","2021-02-12","2021-02-12","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","210971340",""," +971 4 8812280","Office No-F08, Building No-LOB-06, , PO Box 263937 Jebel Ali Free Zone, , Dubai-U.A.E","","","","","","","",""
"CAMBAIE INDUSTRIE","ATEX zone 2  samsung en +52 Daikin","","10771054","2021-03-05","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","211878771","","","20 rue Charles Darwin - ZAE 2000, , Entrepôt n°2, , 97420 LE PORT, France","","2021CAMBAI01 en 02","","","","","",""
"SUEZ Al Bashaer LLC","ATEX zone 2  waarschijnlijk hoge temperaturen","","10896494","2021-04-08","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","213094416","","","Al Khuwair 33- Way 4727, Building 1 – 242, Ground Floor, Office 2, , P.O Box.160, PC 119, Muscat, Oman","","2021SUEZ01","","","","","",""
"Prior Diesel","ATEX zone 2 -40 +50 graden","","9653810","2020-06-10","2021-05-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-08-17","","201162866","","44 (0) 1493 441383","Gapton Hall Road, Gapton Hall Industrial Estate, Great Yarmouth, Norfolk, NR31 0NL, United Kingdom","","","","","","","",""
"Versalis S.p.A.","atex zone 2 10kw wall mount","","11008348","2021-05-06","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","214128466","","","Piazza Boldrini, 1 – 20097 San Donato Milanese (MI) – Italy, Italy","","2021VERS01 en 02","","","","","",""
"TNO","atex zone 2 4G antenne","","11182100","2021-06-22","2021-06-28","Gido van Tienhoven","Won","100%","400.00","EUR","400.00","fixed","","400.00","2021-06-28","","216342072","","","Netherlands","","2021TNO02","Wifi Antenna","Western Europe","End-user","Ex-M website","",""
"MOL Romania","ATEX zone 2 Air Conditioner","","11306339","2021-07-23","2021-07-23","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","217590219","","","1-3 Gării Street, Tileagd, 417585, Romania","","","Airconditioner","Eastern Europe","End-user","Ex-M website","",""
"HatnimSystems","ATEX zone 2 air conditioners 18.000 BTU up to 48.000 BTU","","11323858","2021-07-28","2021-07-28","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","217709753","","","Accra, Ghana","","","Airconditioner","Africa","Installer","Ex-M website","",""
"Climate Pro","ATEX zone 2 airco met fan","","10686314","2021-02-11","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","210930010","","","geen adres op website, United Kingdom","","","","","","","",""
"ABB (India)","ATEX zone 2 analyser panel mounting 55 graden (Eldon unit mogelijk)","","10308435","2020-11-04","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","207306121","contact.center@in.abb.com"," +91 80 6714 3000","India","","","","","","","",""
"Lemico Ltd","ATEX zone 2 analyzer housing","","10817989","2021-03-17","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","212304054",""," +972-9-7412657","P.O.Box 2980, , 2 HaOfe St., , Industrial Park, , Kadima, 6092000, Israel","","2021LEMICO01","","","","","",""
"KZ CLIMA","atex zone 2 bi bui","","10464131","2020-12-03","2021-05-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-12-07","","208579553","","","Kazakhstan","","2020KZCLIMA01","","","","","",""
"SAT","atex zone 2 en zone 22","","10226670","2020-10-12","2020-10-12","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","206242203","office@satbg.com"," +359 (2) 957 69 29","""Hristo Stefchov "" Str. ,1 Gorna Banya Sofia 1614, Bulgaria","","","","","","","",""
"Osborne Engineering LLC","atex zone 2 modificatie Vibration Analyzer","","11233453","2021-07-06","2021-07-06","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2021-07-06","","216920151","","","Oilfield Supply Centre Unit 38,, PO Box 30703,, Jebel Ali, Dubai,, UAE, United Arab Emirates","","","","","","","",""
"REFRIGERATION WORLD W.L.L","atex zone 2 of 1 weten ze niet","","10610434","2021-01-25","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","210156961",""," +974 4476 9949","Qatar","","2021REFRWORLD01","","","","","",""
"HAT Analytics","ATEX zone 2 ombouw van portabel device HAT (meetinstrument voor op schepen)","","10700898","2021-02-16","2021-02-19","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2021-02-19","","211066426","","","Vasili Krokou 31A, Court 6041, Larnaca, Cyprus","","","","","","","",""
"BASE14TECH","ATEX zone 2 window AC","","11306385","2021-07-23","2021-07-23","Liesbeth van Tienhoven","Proposal","50%","4000.00","EUR","4000.00","fixed","","4000.00","","","217590688","","","1 Okocha Close, Off Obiwali Road, Rumuigbo, Port Harcourt, Nigeria","","2021BASE1401 02","Airconditioner","Africa","Trade Agent","Ex-M website","",""
"Samuel Vellapan","ATEX zone 2 window of split unit","","9641036","2020-06-07","2021-01-14","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-07-27","","201060270","samuelvellapan@gmail.com","","","","2019VELLA01, 2019VELLA02","","","","","","Abandoned"
"Motridal Spa","atex zone 21 buitenunit","","10945216","2021-04-20","2021-04-20","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2021-04-20","","213546101","","","Via Pietro Bubba, 17 - 29122 Piacenza (PC) ITALY, Italy","","","","","","","",""
"Mattair","atex zone 22","","10214986","2020-10-08","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","205992431",""," +44 1246 414922","River Court, 134 Sheffield Road, Dronfield, S18 2GE, United Kingdom","","","","","","","",""
"FAM GmbH","ATEX zone 22 airco","","11087055","2021-05-27","2021-05-27","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","215057761","","","Sudenburger Wuhne 47, 39112 Magdeburg, Germany, Germany","","","","","","","",""
"BakerHicks","ATEX zone 22 binnen unit","","11028048","2021-05-12","2021-05-12","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2021-05-12","","203925454","contact@bakerhicks.com"," +44 1926 567800","UK HQ, One Warwick Technology Park, Gallows Hill, Warwick, CV34 6YL, United Kingdom","","","","","","","",""
"Coopiensos Nutrición Animal, S.L.","atex zone 22 heater","","10794219","2021-03-11","2021-03-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","212075914",""," +34 650 03 96 92","Spain","","","","","","","",""
"ABA Stronalva Ltd","atex zone 22 indoor","","11301930","2021-07-22","2021-07-22","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","217553138","","","Chiltern House, Drake Avenue, Staines-upon-Thames, Surrey, TW18 2AW, United Kingdom","","","Airconditioner","Western Europe","Trade Agent","Ex-M website","",""
"Aksa","ATEX zone 22 Polymer dust","","9636621","2020-06-05","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","17245.00","EUR","17245.00","fixed","","17245.00","","","200994559",""," +90 (226) 353 25 45","Merkez Mahallesi Ali Raif Dinçkök Caddesi No:2 Taşköprü Çiftlikköy-Yalova, Turkey","","2020AKSA01","","","","","",""
"MBN Nanomaterialia S.p.A.","ATEX zone 22 solutions voor oa Titanium en andere stoffen OEM-er?","","10646782","2021-02-03","2021-02-05","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","210546987",""," +39 0422447311","Via G.Bortolan 42,   31050,   Vascon di Carbonera  (TV), Italy","","","","","","","",""
"Iota Consultoria e Projetos Ltda","atexxo 4.2 en 5kw","","10986311","2021-04-30","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","213853548","","","Brazil","","2021IOTA01","","","","","",""
"API Engineering Ltd","Atexxo alike 7kW","","10760281","2021-03-03","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","211792113",""," +44 (0)1603 305504","44 Rose Lane | Norwich | Norfolk | NR1 1PN | United Kingdom, United Kingdom","","","","","","","",""
"AXIS Engineering Pte.Ltd.","Axis Enquiry - Wall mounted AC","","9568706","2020-05-16","2021-05-11","Liesbeth van Tienhoven","Qualified","20%","","","","fixed","","","","","200102358",""," +65 6268 2468 / Ext: 121","14 Tuas Avenue 9, Singapore 639175, Singapore","","geen gestuurd, onvoldoende info ontv.","","","","","",""
"Università di Genova","battery room ac","","11002353","2021-05-05","2021-05-06","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","214044269","","","Italy","","","","","","","",""
"Fincantieri SI S.p.A.","battery room AC","","11076099","2021-05-25","2021-05-25","Liesbeth van Tienhoven","Proposal","50%","3791.00","EUR","3791.00","fixed","","3791.00","","","214848685","","","Passeggio Sant’Andrea, 6/A - 34124 Trieste - Italia/Italy, Italy","","2021FINCANT01","Airconditioner","Western Europe","Installer","Ex-M website","",""
